C17,50.9270,31.6230,90,100n 4
C18,35.9000,33.6000,270,820p 4
C14,45.1000,30.9000,0,220n 6
C12,41.6000,31.5000,0,220p 6
C13,49.2350,33.7920,0,10u 8
